Order,Latitude,Longitude,Unused,Date,Time
497,39.907653,116.370046,0,10/11/09,13:06:52
498,39.907658000000005,116.370047,0,10/11/09,13:06:57
499,39.907654,116.370051,0,10/11/09,13:07:02
500,39.907651,116.370056,0,10/11/09,13:07:07
501,39.907652,116.37005500000001,0,10/11/09,13:07:12
502,39.907654,116.37005,0,10/11/09,13:07:17
503,39.907654,116.37005500000001,0,10/11/09,13:07:22
504,39.907653,116.370053,0,10/11/09,13:07:27
505,39.907653,116.370053,0,10/11/09,13:07:30
506,39.907654,116.370048,0,10/11/09,13:07:32
507,39.907655,116.37003899999999,0,10/11/09,13:07:37
508,39.907654,116.370028,0,10/11/09,13:07:42
509,39.907653,116.37001799999999,0,10/11/09,13:07:47
510,39.907653,116.37001799999999,0,10/11/09,13:07:50
511,39.907654,116.370011,0,10/11/09,13:07:52
512,39.907662,116.36998100000001,0,10/11/09,13:07:57
513,39.907647999999995,116.369946,0,10/11/09,13:08:02
514,39.907644,116.369928,0,10/11/09,13:08:07
515,39.907646,116.369925,0,10/11/09,13:08:12
516,39.907646,116.369929,0,10/11/09,13:08:17
517,39.907646,116.36993600000001,0,10/11/09,13:08:22
518,39.907647999999995,116.36993600000001,0,10/11/09,13:08:27
519,39.907647999999995,116.36993600000001,0,10/11/09,13:08:30
520,39.907647999999995,116.369932,0,10/11/09,13:08:32
521,39.90766,116.36992099999999,0,10/11/09,13:08:37
522,39.90766,116.369941,0,10/11/09,13:08:42
523,39.907659,116.36999399999999,0,10/11/09,13:08:47
524,39.907645,116.36997099999999,0,10/11/09,13:08:52
525,39.90765,116.369992,0,10/11/09,13:08:57
526,39.90765,116.369992,0,10/11/09,13:09:00
527,39.907641999999996,116.36999399999999,0,10/11/09,13:09:02
528,39.907623,116.36999099999998,0,10/11/09,13:09:07
529,39.907576,116.370003,0,10/11/09,13:09:12
530,39.907540000000004,116.370015,0,10/11/09,13:09:17
531,39.907514,116.36999399999999,0,10/11/09,13:09:22
532,39.907468,116.37,0,10/11/09,13:09:27
533,39.907424,116.369992,0,10/11/09,13:09:32
534,39.907381,116.37000800000001,0,10/11/09,13:09:37
535,39.907348999999996,116.37006799999999,0,10/11/09,13:09:42
536,39.907325,116.3701,0,10/11/09,13:09:47
537,39.90728,116.37012800000001,0,10/11/09,13:09:52
538,39.907299,116.370099,0,10/11/09,13:09:57
539,39.90729,116.37005500000001,0,10/11/09,13:10:02
540,39.907272999999996,116.370069,0,10/11/09,13:10:07
541,39.907236,116.370071,0,10/11/09,13:10:12
542,39.907216,116.3701,0,10/11/09,13:10:17
543,39.907175,116.37013,0,10/11/09,13:10:22
544,39.907133,116.370125,0,10/11/09,13:10:27
545,39.907090999999994,116.37011299999999,0,10/11/09,13:10:32
546,39.907039000000005,116.37011899999999,0,10/11/09,13:10:37
547,39.907016999999996,116.370122,0,10/11/09,13:10:42
548,39.906973,116.37013999999999,0,10/11/09,13:10:47
549,39.906936,116.370223,0,10/11/09,13:10:52
550,39.906915999999995,116.37022900000001,0,10/11/09,13:10:57
551,39.906878999999996,116.370226,0,10/11/09,13:11:02
552,39.906817,116.370218,0,10/11/09,13:11:07
553,39.90677,116.370195,0,10/11/09,13:11:12
554,39.906711,116.370175,0,10/11/09,13:11:17
555,39.906646,116.370143,0,10/11/09,13:11:22
556,39.906597,116.370151,0,10/11/09,13:11:27
557,39.906525,116.370186,0,10/11/09,13:11:32
558,39.9065,116.370189,0,10/11/09,13:11:37
559,39.90648,116.370208,0,10/11/09,13:11:42
560,39.906434000000004,116.370221,0,10/11/09,13:11:47
561,39.906401,116.370254,0,10/11/09,13:11:52
562,39.90638,116.370275,0,10/11/09,13:11:57
563,39.906397,116.370326,0,10/11/09,13:12:02
564,39.906389000000004,116.37037,0,10/11/09,13:12:07
565,39.906381,116.37040400000001,0,10/11/09,13:12:12
566,39.906381,116.37045,0,10/11/09,13:12:17
567,39.906427,116.37056399999999,0,10/11/09,13:12:22
568,39.906364,116.370651,0,10/11/09,13:12:27
569,39.906386,116.3708,0,10/11/09,13:12:32
570,39.906303,116.37080700000001,0,10/11/09,13:12:37
571,39.906239,116.370857,0,10/11/09,13:12:42
572,39.906158000000005,116.37084499999999,0,10/11/09,13:12:47
573,39.906078,116.37095500000001,0,10/11/09,13:12:52
574,39.906078,116.37095500000001,0,10/11/09,13:12:55
575,39.906075,116.370962,0,10/11/09,13:12:57
576,39.906074,116.371003,0,10/11/09,13:13:02
577,39.906086,116.371035,0,10/11/09,13:13:07
578,39.906103,116.37105,0,10/11/09,13:13:12
579,39.906137,116.371074,0,10/11/09,13:13:17
580,39.906171,116.371108,0,10/11/09,13:13:22
581,39.906218,116.371149,0,10/11/09,13:13:27
582,39.906219,116.37121599999999,0,10/11/09,13:13:32
583,39.906195000000004,116.371293,0,10/11/09,13:13:37
584,39.906187,116.37135,0,10/11/09,13:13:42
585,39.906176,116.371398,0,10/11/09,13:13:47
586,39.906182,116.371453,0,10/11/09,13:13:52
587,39.906228000000006,116.371496,0,10/11/09,13:13:57
588,39.906225,116.37156399999999,0,10/11/09,13:14:02
589,39.906228999999996,116.371647,0,10/11/09,13:14:07
590,39.906242,116.371727,0,10/11/09,13:14:12
591,39.906242,116.3718,0,10/11/09,13:14:17
592,39.906233,116.371831,0,10/11/09,13:14:22
593,39.906203000000005,116.37196000000002,0,10/11/09,13:14:27
594,39.906192,116.37204399999999,0,10/11/09,13:14:32
595,39.906162,116.372143,0,10/11/09,13:14:37
596,39.906129,116.372267,0,10/11/09,13:14:42
597,39.906146,116.372321,0,10/11/09,13:14:47
598,39.906149,116.372368,0,10/11/09,13:14:52
599,39.906162,116.372401,0,10/11/09,13:14:57
600,39.906157,116.372523,0,10/11/09,13:15:02
601,39.906196,116.372543,0,10/11/09,13:15:07
602,39.906221,116.37257,0,10/11/09,13:15:12
603,39.906211,116.37260800000001,0,10/11/09,13:15:17
604,39.906217,116.372651,0,10/11/09,13:15:22
605,39.906239,116.37267299999999,0,10/11/09,13:15:27
606,39.906253,116.37271799999999,0,10/11/09,13:15:32
607,39.906263,116.372743,0,10/11/09,13:15:37
608,39.906282,116.372798,0,10/11/09,13:15:42
609,39.906289,116.37283500000001,0,10/11/09,13:15:47
610,39.906263,116.372874,0,10/11/09,13:15:52
611,39.906261,116.372942,0,10/11/09,13:15:57
612,39.906261,116.372942,0,10/11/09,13:16:00
613,39.906265000000005,116.372942,0,10/11/09,13:16:02
614,39.906228999999996,116.373034,0,10/11/09,13:16:07
615,39.906227,116.373062,0,10/11/09,13:16:12
616,39.906177,116.37323799999999,0,10/11/09,13:16:17
617,39.906159,116.373348,0,10/11/09,13:16:22
618,39.906166999999996,116.373428,0,10/11/09,13:16:27
619,39.906174,116.373493,0,10/11/09,13:16:32
620,39.906186,116.37356799999999,0,10/11/09,13:16:37
621,39.906202,116.373627,0,10/11/09,13:16:42
622,39.906195000000004,116.37369199999999,0,10/11/09,13:16:47
623,39.906166999999996,116.373824,0,10/11/09,13:16:52
624,39.906146,116.37395,0,10/11/09,13:16:57
625,39.906143,116.37401299999999,0,10/11/09,13:17:02
626,39.906158000000005,116.37405700000001,0,10/11/09,13:17:07
627,39.906147999999995,116.374149,0,10/11/09,13:17:12
628,39.90613,116.37423500000001,0,10/11/09,13:17:17
629,39.906118,116.374274,0,10/11/09,13:17:22
630,39.906118,116.374274,0,10/11/09,13:17:25
631,39.906118,116.37428100000001,0,10/11/09,13:17:27
632,39.906118,116.374293,0,10/11/09,13:17:32
633,39.906092,116.374366,0,10/11/09,13:17:37
634,39.906069,116.374525,0,10/11/09,13:17:42
635,39.906065000000005,116.37459799999999,0,10/11/09,13:17:47
636,39.906042,116.37463400000001,0,10/11/09,13:17:52
637,39.906027,116.37462099999999,0,10/11/09,13:17:57
638,39.906027,116.37462099999999,0,10/11/09,13:18:00
639,39.906027,116.37462,0,10/11/09,13:18:02
640,39.906037,116.37461599999999,0,10/11/09,13:18:07
641,39.906043,116.37463500000001,0,10/11/09,13:18:12
642,39.906042,116.37460800000001,0,10/11/09,13:18:17
643,39.905974,116.37465700000001,0,10/11/09,13:18:22
644,39.905931,116.374664,0,10/11/09,13:18:27
645,39.905898,116.37466,0,10/11/09,13:18:32
646,39.905939000000004,116.374626,0,10/11/09,13:18:37
647,39.905967,116.374627,0,10/11/09,13:18:42
648,39.905994,116.374641,0,10/11/09,13:18:47
649,39.906039,116.374701,0,10/11/09,13:18:52
650,39.906102000000004,116.374769,0,10/11/09,13:18:57
651,39.90612,116.374879,0,10/11/09,13:19:02
652,39.906110999999996,116.37498799999999,0,10/11/09,13:19:07
653,39.906099,116.375047,0,10/11/09,13:19:12
654,39.906054,116.37513200000001,0,10/11/09,13:19:17
655,39.906069,116.375174,0,10/11/09,13:19:22
656,39.906045,116.375258,0,10/11/09,13:19:27
657,39.906044,116.375325,0,10/11/09,13:19:32
658,39.906063,116.37536000000001,0,10/11/09,13:19:37
659,39.906096000000005,116.3754,0,10/11/09,13:19:42
660,39.906073,116.375468,0,10/11/09,13:19:47
661,39.906059,116.375506,0,10/11/09,13:19:52
662,39.906055,116.375571,0,10/11/09,13:19:57
663,39.90603,116.375676,0,10/11/09,13:20:02
664,39.90605,116.37578300000001,0,10/11/09,13:20:07
665,39.906087,116.375832,0,10/11/09,13:20:12
666,39.906090999999996,116.375899,0,10/11/09,13:20:17
667,39.906092,116.37595900000001,0,10/11/09,13:20:22
668,39.906082,116.376028,0,10/11/09,13:20:27
669,39.906074,116.376074,0,10/11/09,13:20:32
670,39.906046,116.376153,0,10/11/09,13:20:37
671,39.906069,116.37646399999998,0,10/11/09,13:23:57
672,39.906069,116.37651299999999,0,10/11/09,13:24:02
673,39.906079999999996,116.37655600000001,0,10/11/09,13:24:07
674,39.906079999999996,116.376598,0,10/11/09,13:24:12
675,39.906099,116.37661499999999,0,10/11/09,13:24:17
676,39.90611,116.376713,0,10/11/09,13:24:22
677,39.906096999999995,116.37676499999999,0,10/11/09,13:24:27
678,39.906088000000004,116.376791,0,10/11/09,13:24:32
679,39.906077,116.37681,0,10/11/09,13:24:37
680,39.906038,116.376827,0,10/11/09,13:24:42
681,39.906044,116.376846,0,10/11/09,13:24:47
682,39.906048999999996,116.376884,0,10/11/09,13:24:52
683,39.906058,116.37695900000001,0,10/11/09,13:24:57
684,39.906046,116.377028,0,10/11/09,13:25:02
685,39.906045,116.37709699999999,0,10/11/09,13:25:07
686,39.906036,116.377145,0,10/11/09,13:25:12
687,39.906019,116.37723500000001,0,10/11/09,13:25:17
688,39.906011,116.37729399999999,0,10/11/09,13:25:22
689,39.906021,116.37732199999999,0,10/11/09,13:25:27
690,39.906056,116.377376,0,10/11/09,13:25:32
691,39.906082,116.377449,0,10/11/09,13:25:37
692,39.906098,116.37756399999999,0,10/11/09,13:25:42
693,39.906088000000004,116.37763700000001,0,10/11/09,13:25:47
694,39.90605,116.377748,0,10/11/09,13:25:52
695,39.906063,116.37780500000001,0,10/11/09,13:25:57
696,39.906058,116.377874,0,10/11/09,13:26:02
697,39.906051,116.377949,0,10/11/09,13:26:07
698,39.906056,116.37801100000001,0,10/11/09,13:26:12
699,39.906069,116.37806699999999,0,10/11/09,13:26:17
700,39.906113,116.378111,0,10/11/09,13:26:22
701,39.906095,116.378175,0,10/11/09,13:26:27
702,39.906096999999995,116.37823600000002,0,10/11/09,13:26:32
703,39.906064,116.378316,0,10/11/09,13:26:37
704,39.906065999999996,116.378363,0,10/11/09,13:26:42
705,39.906071999999995,116.378418,0,10/11/09,13:26:47
706,39.906076,116.37848000000001,0,10/11/09,13:26:52
707,39.90606,116.378534,0,10/11/09,13:26:57
708,39.906065999999996,116.378616,0,10/11/09,13:27:02
709,39.906065000000005,116.378697,0,10/11/09,13:27:07
710,39.906075,116.37875,0,10/11/09,13:27:12
711,39.906094,116.37886499999999,0,10/11/09,13:27:17
712,39.906113,116.378946,0,10/11/09,13:27:22
713,39.906115,116.37898600000001,0,10/11/09,13:27:27
714,39.906112,116.37907,0,10/11/09,13:27:32
715,39.906096000000005,116.37914199999999,0,10/11/09,13:27:37
716,39.906121999999996,116.37921499999999,0,10/11/09,13:27:42
717,39.906127000000005,116.37929299999999,0,10/11/09,13:27:47
718,39.906124,116.379356,0,10/11/09,13:27:52
719,39.906136,116.37941799999999,0,10/11/09,13:27:57
720,39.906121,116.37948999999999,0,10/11/09,13:28:02
721,39.906121,116.37953799999998,0,10/11/09,13:28:07
722,39.90613,116.379605,0,10/11/09,13:28:12
723,39.906143,116.379645,0,10/11/09,13:28:17
724,39.906121999999996,116.379706,0,10/11/09,13:28:22
725,39.906115,116.379754,0,10/11/09,13:28:27
726,39.906109,116.379791,0,10/11/09,13:28:32
727,39.906094,116.37981699999999,0,10/11/09,13:28:37
728,39.906099,116.37986699999999,0,10/11/09,13:28:42
729,39.9061,116.379921,0,10/11/09,13:28:47
730,39.90611,116.380007,0,10/11/09,13:28:52
731,39.906108,116.38006599999999,0,10/11/09,13:28:57
732,39.906138,116.380108,0,10/11/09,13:29:02
733,39.906133000000004,116.38013799999999,0,10/11/09,13:29:07
734,39.906127000000005,116.380182,0,10/11/09,13:29:12
735,39.906135,116.38024899999999,0,10/11/09,13:29:17
736,39.90614,116.38030800000001,0,10/11/09,13:29:22
737,39.906145,116.38036100000001,0,10/11/09,13:29:27
738,39.906129,116.380426,0,10/11/09,13:29:32
739,39.906117,116.380459,0,10/11/09,13:29:37
740,39.906113,116.3805,0,10/11/09,13:29:42
741,39.906117,116.38055700000001,0,10/11/09,13:29:47
742,39.906125,116.38069399999999,0,10/11/09,13:29:52
743,39.906149,116.380751,0,10/11/09,13:29:57
744,39.906154,116.38081299999999,0,10/11/09,13:30:02
745,39.906172,116.38086899999999,0,10/11/09,13:30:07
746,39.906185,116.380926,0,10/11/09,13:30:12
747,39.906153,116.38098500000001,0,10/11/09,13:30:17
748,39.906146,116.381049,0,10/11/09,13:30:22
749,39.906147,116.381106,0,10/11/09,13:30:27
750,39.90613,116.38114399999999,0,10/11/09,13:30:32
751,39.90611,116.381204,0,10/11/09,13:30:37
752,39.906165,116.38135,0,10/11/09,13:30:42
753,39.906169,116.38144399999999,0,10/11/09,13:30:47
754,39.906157,116.38150300000001,0,10/11/09,13:30:52
755,39.90615,116.381553,0,10/11/09,13:30:57
756,39.906147999999995,116.38160400000001,0,10/11/09,13:31:02
757,39.906159,116.38166399999999,0,10/11/09,13:31:07
758,39.906166,116.381716,0,10/11/09,13:31:12
759,39.906162,116.38178,0,10/11/09,13:31:17
760,39.906175,116.38184299999999,0,10/11/09,13:31:22
761,39.906162,116.381923,0,10/11/09,13:31:27
762,39.906151,116.381968,0,10/11/09,13:31:32
763,39.906168,116.382046,0,10/11/09,13:31:37
764,39.906178000000004,116.382085,0,10/11/09,13:31:42
765,39.906176,116.38212800000001,0,10/11/09,13:31:47
766,39.906175,116.382177,0,10/11/09,13:31:52
767,39.906181,116.38221399999999,0,10/11/09,13:31:57
768,39.906189000000005,116.38223700000002,0,10/11/09,13:32:02
769,39.906172999999995,116.38228000000001,0,10/11/09,13:32:07
770,39.906175,116.38231299999998,0,10/11/09,13:32:12
771,39.906181,116.38235700000001,0,10/11/09,13:32:17
772,39.906209000000004,116.382428,0,10/11/09,13:32:22
773,39.906218,116.382479,0,10/11/09,13:32:27
774,39.906202,116.38255600000001,0,10/11/09,13:32:32
775,39.906205,116.382599,0,10/11/09,13:32:37
776,39.906205,116.382644,0,10/11/09,13:32:42
777,39.906201,116.382691,0,10/11/09,13:32:47
778,39.906248,116.382857,0,10/11/09,13:32:52
779,39.906228000000006,116.382979,0,10/11/09,13:32:57
780,39.906220000000005,116.383022,0,10/11/09,13:33:02
781,39.906237,116.383357,0,10/11/09,13:38:00
782,39.906264,116.38340600000001,0,10/11/09,13:38:05
783,39.906284,116.383472,0,10/11/09,13:38:10
784,39.906275,116.38356499999999,0,10/11/09,13:38:15
785,39.906271999999994,116.38362,0,10/11/09,13:38:20
786,39.906271999999994,116.383676,0,10/11/09,13:38:25
787,39.906265000000005,116.383738,0,10/11/09,13:38:30
788,39.906283,116.38378600000001,0,10/11/09,13:38:35
789,39.906287,116.383845,0,10/11/09,13:38:40
790,39.906277,116.38393400000001,0,10/11/09,13:38:45
791,39.906265999999995,116.383982,0,10/11/09,13:38:50
792,39.906284,116.38406599999999,0,10/11/09,13:38:55
793,39.906271000000004,116.38416799999999,0,10/11/09,13:39:00
794,39.906265000000005,116.38423799999998,0,10/11/09,13:39:05
795,39.906271999999994,116.384285,0,10/11/09,13:39:10
796,39.906256,116.38433300000001,0,10/11/09,13:39:15
797,39.906281,116.38438899999998,0,10/11/09,13:39:20
798,39.906288,116.384441,0,10/11/09,13:39:25
799,39.906298,116.38448999999999,0,10/11/09,13:39:30
800,39.906279999999995,116.38456200000002,0,10/11/09,13:39:35
801,39.906285,116.38463600000001,0,10/11/09,13:39:40
802,39.906298,116.384676,0,10/11/09,13:39:45
803,39.906273,116.384751,0,10/11/09,13:39:50
804,39.906271999999994,116.384848,0,10/11/09,13:39:55
805,39.906296000000005,116.38491,0,10/11/09,13:40:00
806,39.906293,116.384984,0,10/11/09,13:40:05
807,39.906316,116.385049,0,10/11/09,13:40:10
808,39.906314,116.38510500000001,0,10/11/09,13:40:15
809,39.906308,116.385154,0,10/11/09,13:40:20
810,39.906312,116.385194,0,10/11/09,13:40:25
811,39.906326,116.385249,0,10/11/09,13:40:30
812,39.906306,116.38530800000001,0,10/11/09,13:40:35
813,39.906319,116.38537600000001,0,10/11/09,13:40:40
814,39.906329,116.38543500000002,0,10/11/09,13:40:45
815,39.906361,116.38548999999999,0,10/11/09,13:40:50
816,39.906368,116.385547,0,10/11/09,13:40:55
817,39.906383,116.385597,0,10/11/09,13:41:00
818,39.906387,116.385653,0,10/11/09,13:41:05
819,39.906386,116.385733,0,10/11/09,13:41:10
820,39.906395,116.38575900000001,0,10/11/09,13:41:15
821,39.90638,116.385797,0,10/11/09,13:41:20
822,39.906387,116.385849,0,10/11/09,13:41:25
823,39.906363,116.385884,0,10/11/09,13:41:30
824,39.906379,116.38596399999999,0,10/11/09,13:41:35
825,39.906387,116.386016,0,10/11/09,13:41:40
826,39.906399,116.38605,0,10/11/09,13:41:45
827,39.906389000000004,116.386121,0,10/11/09,13:41:50
828,39.906399,116.38617099999999,0,10/11/09,13:41:55
829,39.906383,116.386219,0,10/11/09,13:42:00
830,39.906399,116.386277,0,10/11/09,13:42:05
831,39.906408,116.386353,0,10/11/09,13:42:10
832,39.906407,116.386398,0,10/11/09,13:42:15
833,39.90641,116.38646399999999,0,10/11/09,13:42:20
834,39.906423,116.386536,0,10/11/09,13:42:25
835,39.906449,116.38660700000001,0,10/11/09,13:42:30
836,39.906434000000004,116.386678,0,10/11/09,13:42:35
837,39.906463,116.38672,0,10/11/09,13:42:40
838,39.906465000000004,116.386766,0,10/11/09,13:42:45
839,39.906459999999996,116.386816,0,10/11/09,13:42:50
840,39.906459999999996,116.386858,0,10/11/09,13:42:55
841,39.906464,116.38688799999998,0,10/11/09,13:43:00
842,39.906441,116.386927,0,10/11/09,13:43:05
843,39.906441,116.386927,0,10/11/09,13:43:08
844,39.906442,116.386931,0,10/11/09,13:43:10
845,39.906504999999996,116.386881,0,10/11/09,13:43:15
846,39.906439,116.387178,0,10/11/09,13:48:25
847,39.906434000000004,116.387249,0,10/11/09,13:48:30
848,39.906442999999996,116.387321,0,10/11/09,13:48:35
849,39.906436,116.38738500000001,0,10/11/09,13:48:40
850,39.906428999999996,116.387459,0,10/11/09,13:48:45
851,39.906446,116.387525,0,10/11/09,13:48:50
852,39.90645,116.387579,0,10/11/09,13:48:55
853,39.906448,116.387642,0,10/11/09,13:49:00
854,39.906468,116.38768999999999,0,10/11/09,13:49:05
855,39.90647,116.38774599999999,0,10/11/09,13:49:10
856,39.906465000000004,116.38778500000001,0,10/11/09,13:49:15
857,39.906447,116.38784299999999,0,10/11/09,13:49:20
858,39.906439,116.387896,0,10/11/09,13:49:25
859,39.906452,116.387953,0,10/11/09,13:49:30
860,39.906463,116.388002,0,10/11/09,13:49:35
861,39.906468,116.38806399999999,0,10/11/09,13:49:40
862,39.906484999999996,116.38810600000001,0,10/11/09,13:49:45
863,39.9065,116.388154,0,10/11/09,13:49:50
864,39.906502,116.388198,0,10/11/09,13:49:55
865,39.906523,116.38823899999998,0,10/11/09,13:50:00
866,39.906523,116.388323,0,10/11/09,13:50:05
867,39.906521999999995,116.38839399999999,0,10/11/09,13:50:10
868,39.906513000000004,116.388449,0,10/11/09,13:50:15
869,39.906506,116.388508,0,10/11/09,13:50:20
870,39.906504,116.388557,0,10/11/09,13:50:25
871,39.906508,116.388605,0,10/11/09,13:50:30
872,39.906511,116.38863700000002,0,10/11/09,13:50:35
873,39.906534,116.388667,0,10/11/09,13:50:40
874,39.906514,116.388697,0,10/11/09,13:50:45
875,39.906504999999996,116.388746,0,10/11/09,13:50:50
876,39.906504,116.38878000000001,0,10/11/09,13:50:55
877,39.906515,116.388798,0,10/11/09,13:51:00
878,39.906507,116.388823,0,10/11/09,13:51:05
879,39.90651,116.388865,0,10/11/09,13:51:10
880,39.906503,116.388899,0,10/11/09,13:51:15
881,39.906502,116.388926,0,10/11/09,13:51:20
882,39.9065,116.38896799999999,0,10/11/09,13:51:25
883,39.9065,116.388998,0,10/11/09,13:51:30
884,39.906521999999995,116.389046,0,10/11/09,13:51:35
885,39.906551,116.38906499999999,0,10/11/09,13:51:40
886,39.906546,116.38911,0,10/11/09,13:51:45
887,39.906534,116.38913600000001,0,10/11/09,13:51:50
888,39.906528,116.38917,0,10/11/09,13:51:55
889,39.906515,116.38921599999999,0,10/11/09,13:52:00
890,39.906504999999996,116.38926000000001,0,10/11/09,13:52:05
891,39.906515999999996,116.38930900000001,0,10/11/09,13:52:10
892,39.906509,116.38937,0,10/11/09,13:52:15
893,39.906521000000005,116.38943700000002,0,10/11/09,13:52:20
894,39.906534,116.389471,0,10/11/09,13:52:25
895,39.906537,116.38951000000002,0,10/11/09,13:52:30
896,39.90655,116.389532,0,10/11/09,13:52:35
897,39.906543,116.389587,0,10/11/09,13:52:40
898,39.906539,116.38963500000001,0,10/11/09,13:52:45
899,39.906525,116.38968200000001,0,10/11/09,13:52:50
900,39.906515,116.38973700000001,0,10/11/09,13:52:55
901,39.90653,116.389779,0,10/11/09,13:53:00
902,39.906529,116.38982299999999,0,10/11/09,13:53:05
903,39.90653,116.38986299999999,0,10/11/09,13:53:10
904,39.906526,116.389917,0,10/11/09,13:53:15
905,39.90652,116.38995700000001,0,10/11/09,13:53:20
906,39.906531,116.38996399999999,0,10/11/09,13:53:25
907,39.90653,116.39001599999999,0,10/11/09,13:53:30
908,39.906532,116.39007,0,10/11/09,13:53:35
909,39.906525,116.39013200000001,0,10/11/09,13:53:40
910,39.906541,116.39018300000001,0,10/11/09,13:53:45
911,39.906546999999996,116.390224,0,10/11/09,13:53:50
912,39.906518,116.390267,0,10/11/09,13:53:55
913,39.906507,116.390323,0,10/11/09,13:54:00
914,39.906513000000004,116.390363,0,10/11/09,13:54:05
915,39.90652,116.390409,0,10/11/09,13:54:10
916,39.906525,116.39045800000001,0,10/11/09,13:54:15
917,39.906526,116.390506,0,10/11/09,13:54:20
918,39.906545,116.39055,0,10/11/09,13:54:25
919,39.90655,116.390588,0,10/11/09,13:54:30
920,39.906539,116.390639,0,10/11/09,13:54:35
921,39.906535999999996,116.39066899999999,0,10/11/09,13:54:40
922,39.906515,116.39068200000001,0,10/11/09,13:54:45
923,39.9065,116.39069599999999,0,10/11/09,13:54:50
924,39.906493,116.390736,0,10/11/09,13:54:55
925,39.906495,116.390801,0,10/11/09,13:55:00
926,39.906499,116.390856,0,10/11/09,13:55:05
927,39.906490999999995,116.390892,0,10/11/09,13:55:10
928,39.906496000000004,116.39092600000001,0,10/11/09,13:55:15
929,39.906507,116.390978,0,10/11/09,13:55:20
930,39.906506,116.39102,0,10/11/09,13:55:25
931,39.906504999999996,116.391079,0,10/11/09,13:55:30
932,39.906511,116.391135,0,10/11/09,13:55:35
933,39.906519,116.39143999999999,0,10/11/09,14:00:30
934,39.906533,116.391503,0,10/11/09,14:00:35
935,39.906534,116.39156000000001,0,10/11/09,14:00:40
936,39.90654,116.39158300000001,0,10/11/09,14:00:45
937,39.90654,116.39158300000001,0,10/11/09,14:00:48
938,39.906544,116.39159099999999,0,10/11/09,14:00:50
939,39.906525,116.391608,0,10/11/09,14:00:55
940,39.906521999999995,116.391648,0,10/11/09,14:01:00
941,39.906518,116.391675,0,10/11/09,14:01:05
942,39.906518,116.391725,0,10/11/09,14:01:10
943,39.906515,116.39176100000002,0,10/11/09,14:01:15
944,39.906531,116.391795,0,10/11/09,14:01:20
945,39.90654,116.391826,0,10/11/09,14:01:25
946,39.906529,116.391879,0,10/11/09,14:01:30
947,39.906518,116.391931,0,10/11/09,14:01:35
948,39.906513000000004,116.391973,0,10/11/09,14:01:40
949,39.906511,116.392008,0,10/11/09,14:01:45
950,39.906508,116.392032,0,10/11/09,14:01:50
951,39.906511,116.392078,0,10/11/09,14:01:55
952,39.90657,116.392152,0,10/11/09,14:02:00
953,39.906560999999996,116.39223,0,10/11/09,14:02:05
954,39.906542,116.392273,0,10/11/09,14:02:10
955,39.906548,116.39230800000001,0,10/11/09,14:02:15
956,39.906554,116.39237299999999,0,10/11/09,14:02:20
957,39.906546,116.39243,0,10/11/09,14:02:25
958,39.906527000000004,116.39248700000002,0,10/11/09,14:02:30
959,39.906518,116.39253799999999,0,10/11/09,14:02:35
960,39.906535,116.39260300000001,0,10/11/09,14:02:40
961,39.906533,116.39265,0,10/11/09,14:02:45
962,39.906527000000004,116.39270400000001,0,10/11/09,14:02:50
963,39.906531,116.392747,0,10/11/09,14:02:55
964,39.906541,116.392802,0,10/11/09,14:03:00
965,39.906544,116.392847,0,10/11/09,14:03:05
966,39.906543,116.39290600000001,0,10/11/09,14:03:10
967,39.906546,116.39294199999999,0,10/11/09,14:03:15
968,39.906556,116.39298799999999,0,10/11/09,14:03:20
969,39.906576,116.39301999999999,0,10/11/09,14:03:25
970,39.906577,116.39306499999999,0,10/11/09,14:03:30
971,39.906553,116.39311000000001,0,10/11/09,14:03:35
972,39.906553,116.39314499999999,0,10/11/09,14:03:40
973,39.906578,116.393175,0,10/11/09,14:03:45
974,39.906583000000005,116.393202,0,10/11/09,14:03:50
975,39.906584,116.39326499999999,0,10/11/09,14:03:55
976,39.906593,116.393294,0,10/11/09,14:04:00
977,39.906603000000004,116.393336,0,10/11/09,14:04:05
978,39.9066,116.393354,0,10/11/09,14:04:10
979,39.906591999999996,116.393394,0,10/11/09,14:04:15
980,39.906585,116.39346499999999,0,10/11/09,14:04:20
981,39.906591999999996,116.393495,0,10/11/09,14:04:25
982,39.906602,116.393525,0,10/11/09,14:04:30
983,39.906607,116.393565,0,10/11/09,14:04:35
984,39.906618,116.393583,0,10/11/09,14:04:40
985,39.9058,116.392835,0,10/11/09,14:09:20
986,39.905747999999996,116.392859,0,10/11/09,14:09:25
987,39.905747999999996,116.392859,0,10/11/09,14:09:28
988,39.905751,116.39286100000001,0,10/11/09,14:09:30
989,39.905763,116.392829,0,10/11/09,14:09:35
990,39.905786,116.39278600000002,0,10/11/09,14:09:40
991,39.905805,116.39277299999999,0,10/11/09,14:09:45
992,39.90579,116.39275500000001,0,10/11/09,14:09:50
993,39.905741,116.392751,0,10/11/09,14:09:55
994,39.905681,116.392756,0,10/11/09,14:10:00
995,39.905709,116.392721,0,10/11/09,14:10:05
996,39.905757,116.392677,0,10/11/09,14:10:10
997,39.905784999999995,116.392652,0,10/11/09,14:10:15
998,39.905809000000005,116.39260900000001,0,10/11/09,14:10:20
999,39.905763,116.392563,0,10/11/09,14:10:25
